,annex_2_8_9,annex_1,national_code,type_of_waste,annex_3,amount,countries_of_transit ,country_of_destination,annex_4_a,annex_4_b,country,year
375,A3020,Y8,130205,,H6.1,427.0,DK,SE,,R9,Greece,2020
376,A3020,Y8,130205,,H6.1,11675.93,NL,BE,,R9,Greece,2020
377,A3020,Y8,130206,,H6.1,2030.23,,PL,,R9,Greece,2020
378,A3020,Y8,130208,,H6.1,127.08,,BE,,R9,Greece,2020
379,A3020,Y8,130208,,H6.1,2387.45,,CZ,,R9,Greece,2020
380,A3020,Y8,130208,,H6.1,8.6,,FR,,R9,Greece,2020
381,A3020,Y8,130208,,H6.1,865.58,,IE,,R9,Greece,2020
382,A3020,Y8,130208,,H6.1,47.08,,LT,,R9,Greece,2020
383,A3020,Y8,130208,,H6.1,1228.25,,LU,,R9,Greece,2020
384,A3020,Y8,130208,,H6.1,103100.99,,NL,,R9,Greece,2020
385,A3020,Y8,130208,,H6.1,889.6,PL,LT,,R9,Greece,2020
386,A3020,Y8,130307,,H6.1,304.33,,AT,,R9,Greece,2020
387,A3020,Y8,130307,,H6.1,25.56,,BE,,R9,Greece,2020
388,A3020,Y8,130307,,H6.1,651.9,,CH,,R9,Greece,2020
389,A3020,Y8,130307,,H6.1,40.06,,DK,,R9,Greece,2020
390,A3020,Y8,130307,,H6.1,367.8,,NO,,R9,Greece,2020
391,A3020,Y8,130307,,H6.1,26.06,,SE,,R9,Greece,2020
392,A3020,Y8,130307,,H6.1,1447.9,DK,SE,,R9,Greece,2020
393,A3040,Y8,130307,,H6.1,587.25,,CH,,R9,Greece,2020
394,A3040,Y8,130307,,H6.1,32.42,,LU,,R9,Greece,2020
395,A3040,Y8,130307,,H6.1,857.12,,NL,,R9,Greece,2020
396,A3040,Y8,130310,,H6.1,608.81,,NL,,R9,Greece,2020
397,A3050,Y13,70107,,H6.1,83.76,,PT,D10,,Greece,2020
398,A3050,Y13,70108,,H11,120.48,,NL,,R1,Greece,2020
399,A3050,Y13,70201,,H12,857.94,,NL,D10,,Greece,2020
400,A3050,Y13,70208,,H3,39.26,,NO,D10,,Greece,2020
401,A3050,Y13,70208,,H6.1,109.28,SE,NO,,R1,Greece,2020
402,A3050,Y13,80409,,H12,389.13,,AT,,R1,Greece,2020
403,A3050,Y13,80409,,H12,7.5,,BE,,R1,Greece,2020
404,A3050,Y13,80409,,H12,7.56,,FR,,R1,Greece,2020
405,A3050,Y13,80409,,H12,74.04,,GB,,R1,Greece,2020
406,A3050,Y13,80409,,H12,12859.9,,GB,,R12,Greece,2020
407,A3050,Y13,80409,,H12,22.7,,IE,D10,,Greece,2020
408,A3050,Y13,80409,,H12,533.5,,IE,D9,,Greece,2020
409,A3050,Y13,80409,,H12,13.92,,LU,,R13,Greece,2020
410,A3050,Y13,80409,,H12,9.72,,LU,D15,,Greece,2020
411,A3050,Y13,80409,,H12,23.42,,NL,D9,,Greece,2020
412,A3050,Y13,80409,,H12,35.24,NL,BE,,R12,Greece,2020
413,A3050,Y13,80409,,H12,20.55,NL,IE,,R12,Greece,2020
414,A3050,Y13,80409,,H12,52.77,NL,IE,D10,,Greece,2020
415,A3050,Y13,80409,,H3,18.02,,BE,,R12,Greece,2020
416,A3050,Y13,80409,,H3,32.18,,CH,D10,,Greece,2020
417,A3050,Y13,80409,,H3,373.46,,GB,,R12,Greece,2020
418,A3050,Y13,80409,,H3,41.64,,GR,D10,,Greece,2020
419,A3050,Y13,80409,,H3,9.66,,IE,,R12,Greece,2020
420,A3050,Y13,80409,,H3,44.96,,LU,,R13,Greece,2020
421,A3050,Y13,80409,,H3,0.04,,LU,D15,,Greece,2020
422,A3050,Y13,80411,,H3,539.38,NL,GB,,R12,Greece,2020
423,A3050,Y13,80415,,H12,189.25,,IE,,R12,Greece,2020
424,A3050,Y13,200127,,H4.1,148.63,,NL,D10,,Greece,2020
425,A3070,Y39,70107,,H6.1,150.84,,AT,,R1,Greece,2020
426,A3120,Y18,191003,,H12,2260.14,,AT,,R12,Greece,2020
427,A3120,Y18,191003,,H12,2294.44,,CH,,R1,Greece,2020
428,A3120,Y18,191003,,H12,1510.12,,CH,,R4,Greece,2020
429,A3120,Y18,191003,,H12,101.4,,DK,,R12,Greece,2020
430,A3140,Y42,40214,,H3,199.16,"SI,AT",HR,D10,,Greece,2020
431,A3140,Y42,70104,,H3,38.54,,AT,,R2,Greece,2020
432,A3140,Y42,70104,,H3,4611.63,,AT,,R3,Greece,2020
433,A3140,Y42,70104,,H3,22.64,,AT,,R5,Greece,2020
434,A3140,Y42,70104,,H3,24.47,,BE,,R1,Greece,2020
435,A3140,Y42,70104,,H3,11.85,,BE,D10,,Greece,2020
436,A3140,Y42,70104,,H3,12.68,,FR,D10,,Greece,2020
437,A3140,Y42,70104,,H3,436.59,,IE,,R12,Greece,2020
438,A3140,Y42,70104,,H3,0.31,,IE,D10,,Greece,2020
439,A3140,Y42,70104,,H3,2105.97,,NL,,R1,Greece,2020
440,A3140,Y42,70104,,H3,2185.11,,NL,D10,,Greece,2020
441,A3140,Y42,70104,,H3,1688.7,AT,IT,,R1,Greece,2020
442,A3140,Y42,70104,,H3,1283.41,AT,IT,D10,,Greece,2020
443,A3140,Y42,70104,,H3,1431.32,NL,BE,,R2,Greece,2020
444,A3140,Y42,70104,,H3,43.18,NL,IE,,R12,Greece,2020
445,A3140,Y42,70104,,H3,10.31,NL,IE,D10,,Greece,2020
446,A3140,Y42,70104,,H6.1,318.54,,BE,,R1,Greece,2020
447,A3140,Y42,70104,,H6.1,676.04,NL,BE,,R1,Greece,2020
448,A3140,Y42,70104,,H6.1,49.34,NL,BE,D10,,Greece,2020
449,A3140,Y42,70204,,H3,2180.62,,NL,D10,,Greece,2020
450,A3140,Y42,70204,,H3,344.9,BE,NL,D10,,Greece,2020
451,A3140,Y42,70304,,H3,261.42,,BE,,R2,Greece,2020
452,A3140,Y42,70304,,H3,308.98,AT,SI,D10,,Greece,2020
453,A3140,Y42,70304,,H3,138.52,NL,BE,,R2,Greece,2020
454,A3140,Y42,70404,,H3,680.12,,BE,D10,,Greece,2020
455,A3140,Y42,70404,,H3,211.1,,CH,D10,,Greece,2020
456,A3140,Y42,70504,,H3,412.2,,AT,,R2,Greece,2020
457,A3140,Y42,70504,,H3,1089.74,,IE,D10,,Greece,2020
458,A3140,Y42,70504,,H3,762.88,,MT,D10,,Greece,2020
459,A3140,Y42,70504,,H3,1006.62,,NL,,R1,Greece,2020
460,A3140,Y42,70504,,H3,2594.14,,NL,,R2,Greece,2020
461,A3140,Y42,70504,,H3,197.3,AT,IT,,R1,Greece,2020
462,A3140,Y42,70504,,H3,1024.95,AT,IT,D10,,Greece,2020
463,A3140,Y42,70504,,H3,1016.29,NL,IE,D10,,Greece,2020
464,A3140,Y42,70604,,H3,171.44,,LU,,R13,Greece,2020
465,A3140,Y42,70604,,H3,2.32,,LU,D13,,Greece,2020
466,A3140,Y42,70604,,H3,125.64,,LU,D15,,Greece,2020
467,A3140,Y42,70604,,H3,912.38,,NL,D10,,Greece,2020
468,A3140,Y42,70704,,H3,27.4,,BE,D10,,Greece,2020
469,A3140,Y42,70704,,H3,270.0,,CH,,R2,Greece,2020
470,A3140,Y42,70704,,H3,42.47,NL,IE,,R12,Greece,2020
471,A3140,Y42,80319,,H3,121.14,,FR,,R2,Greece,2020
472,A3140,Y42,80319,,H3,125.98,,NL,,R2,Greece,2020
473,A3140,Y42,130703,,H3,3377.84,,BE,,R3,Greece,2020
474,A3140,Y42,130703,,H3,26.7,,NL,,R12,Greece,2020
475,A3140,Y42,130703,,H3,64.81,,NL,,R9,Greece,2020
476,A3140,Y42,130703,,H3,528.76,NL,BE,,R3,Greece,2020
477,A3140,Y42,130703,,H3,49.16,NL,BE,,R9,Greece,2020
478,A3140,Y42,140603,,H3,319.76,,AT,,R1,Greece,2020
479,A3140,Y42,140603,,H3,351.44,,AT,,R12,Greece,2020
480,A3140,Y42,140603,,H3,2725.72,,AT,,R2,Greece,2020
481,A3140,Y42,140603,,H3,1110.14,,AT,D10,,Greece,2020
482,A3140,Y42,140603,,H3,0.79,,BE,,R2,Greece,2020
483,A3140,Y42,140603,,H3,44.45,,BE,D10,,Greece,2020
484,A3140,Y42,140603,,H3,361.43,,BH,D10,,Greece,2020
485,A3140,Y42,140603,,H3,414.22,,CH,,R11,Greece,2020
486,A3140,Y42,140603,,H3,15.83,,CH,,R2,Greece,2020
487,A3140,Y42,140603,,H3,5.71,,CH,D10,,Greece,2020
488,A3140,Y42,140603,,H3,21.6,,CZ,,R2,Greece,2020
489,A3140,Y42,140603,,H3,50.25,,DK,D10,,Greece,2020
490,A3140,Y42,140603,,H3,80.56,,FR,,R2,Greece,2020
491,A3140,Y42,140603,,H3,36.78,,IE,D10,,Greece,2020
492,A3140,Y42,140603,,H3,160.72,,IT,,R2,Greece,2020
493,A3140,Y42,140603,,H3,280.74,,IT,D10,,Greece,2020
494,A3140,Y42,140603,,H3,4.64,,JO,D10,,Greece,2020
495,A3140,Y42,140603,,H3,1.74,,LU,,R13,Greece,2020
496,A3140,Y42,140603,,H3,1.14,,LU,,R2,Greece,2020
497,A3140,Y42,140603,,H3,35.0,,LU,D10,,Greece,2020
498,A3140,Y42,140603,,H3,1.7,,NL,,R13,Greece,2020
499,A3140,Y42,140603,,H3,215.4,,NL,,R2,Greece,2020
500,A3140,Y42,140603,,H3,3661.6,,NL,D10,,Greece,2020
501,A3140,Y42,140603,,H3,18.9,,OM,D10,,Greece,2020
502,A3140,Y42,140603,,H3,338.2,AT,IT,,R2,Greece,2020
503,A3140,Y42,140603,,H3,0.14,"BE,FR",GR,D10,,Greece,2020
504,A3140,Y42,140603,,H3,147.08,CH,IT,,R2,Greece,2020
505,A3140,Y42,140603,,H3,313.33,CZ,AT,,R1,Greece,2020
506,A3140,Y42,140603,,H3,63.88,NL,BE,,R2,Greece,2020
507,A3140,Y42,140603,,H3,301.16,NL,IE,D10,,Greece,2020
508,A3140,Y42,140603,,H3,87.3,SG,MY,,R2,Greece,2020
509,A3140,Y42,190208,,H3,192.12,,AT,,R1,Greece,2020
510,A3140,Y42,190208,,H3,21.18,,IE,,R1,Greece,2020
511,A3140,Y42,190208,,H3,195.17,,IT,,R1,Greece,2020
512,A3140,Y42,190208,,H3,606.26,,NL,D10,,Greece,2020
513,A3140,Y42,190208,,H3,50.36,,SI,,R1,Greece,2020
514,A3140,Y42,190208,,H3,47.68,,SI,D10,,Greece,2020
515,A3140,Y42,190208,,H3,343.65,AT,IT,,R1,Greece,2020
516,A3140,Y42,190208,,H3,1554.56,AT,SI,,R1,Greece,2020
517,A3140,Y42,200113,,H3,21.45,,CH,D10,,Greece,2020
518,A3140,Y42,200113,,H3,362.16,,FR,,R2,Greece,2020
519,A3140,Y42,200113,,H3,36.71,,LU,D10,,Greece,2020
520,A3140,Y42,200113,,H3,56.44,,NL,D10,,Greece,2020
521,A3140,Y42,200113,,H3,155.98,BE,FR,,R2,Greece,2020
522,A3140,Y42,200113,,H6.1,34.22,,LU,D10,,Greece,2020
523,A3150,Y41,70103,,H6.1,83.38,,AT,,R5,Greece,2020
524,A3150,Y41,70103,,H6.1,117.39,,BE,D10,,Greece,2020
525,A3150,Y41,70103,,H6.1,43.44,,CH,D10,,Greece,2020
526,A3150,Y41,70103,,H6.1,22.35,,IE,,R12,Greece,2020
527,A3150,Y41,70103,,H6.1,0.32,,IE,D10,,Greece,2020
528,A3150,Y41,70103,,H6.1,43.42,,IL,D10,,Greece,2020
529,A3150,Y41,70103,,H6.1,86.25,,NL,D10,,Greece,2020
530,A3150,Y41,70103,,H6.1,83.5,,NO,D10,,Greece,2020
531,A3150,Y41,70103,,H6.1,51.82,AT,IT,D10,,Greece,2020
532,A3150,Y41,70103,,H6.1,92.78,"ES,GB",IL,D10,,Greece,2020
533,A3150,Y41,70103,,H6.1,256.86,"ES,GB,NL",IL,,R1,Greece,2020
534,A3150,Y41,70103,,H6.1,24.3,NL,BE,,R2,Greece,2020
535,A3150,Y41,70103,,H6.1,431.22,NL,BE,D10,,Greece,2020
536,A3150,Y41,70103,,H6.1,91.13,NL,IE,D10,,Greece,2020
537,A3150,Y41,70103,,H6.1,37.9,"SI,AT",HR,,R2,Greece,2020
538,A3150,Y41,70203,,H6.1,29.62,CH,IT,,R1,Greece,2020
539,A3150,Y41,70403,,H6.1,535.22,,CH,D10,,Greece,2020
540,A3150,Y41,70503,,H6.1,519.44,,BE,,R5,Greece,2020
541,A3150,Y41,70503,,H6.1,2171.15,,CH,,R1,Greece,2020
542,A3150,Y41,70503,,H6.1,255.7,,CH,D10,,Greece,2020
543,A3150,Y41,70503,,H6.1,12.3,,FR,,R2,Greece,2020
544,A3150,Y41,70503,,H6.1,395.2,,IE,,R2,Greece,2020
545,A3150,Y41,70503,,H6.1,160.22,,IE,,R3,Greece,2020
546,A3150,Y41,70503,,H6.1,247.12,,IE,,R5,Greece,2020
547,A3150,Y41,70503,,H6.1,1309.97,,IE,D10,,Greece,2020
548,A3150,Y41,70503,,H6.1,362.1,,NL,,R2,Greece,2020
549,A3150,Y41,70503,,H6.1,1444.89,,NL,D10,,Greece,2020
550,A3150,Y41,70503,,H6.1,82.8,,SI,,R2,Greece,2020
551,A3150,Y41,70503,,H6.1,94.82,AT,IT,D10,,Greece,2020
552,A3150,Y41,70503,,H6.1,424.7,AT,SI,,R2,Greece,2020
553,A3150,Y41,70503,,H6.1,8.52,FR,ES,D10,,Greece,2020
554,A3150,Y41,70503,,H6.1,503.7,NL,IE,,R2,Greece,2020
555,A3150,Y41,70603,,H6.1,18.87,,SE,D10,,Greece,2020
556,A3150,Y41,70703,,H6.1,44.0,,CH,,R2,Greece,2020
557,A3150,Y41,70703,,H6.1,34.44,,CH,D10,,Greece,2020
558,A3150,Y41,70703,,H6.1,43.9,,FR,,R2,Greece,2020
559,A3150,Y41,70703,,H6.1,40.92,,IT,,R1,Greece,2020
560,A3150,Y41,70703,,H6.1,23.84,,NL,,R1,Greece,2020
561,A3150,Y41,70703,,H6.1,114.8,,NL,,R2,Greece,2020
562,A3150,Y41,70703,,H6.1,96.12,,NL,D10,,Greece,2020
563,A3150,Y41,70703,,H6.1,17.7,,RS,,R2,Greece,2020
564,A3150,Y41,140601,,H12,49.04,,AT,,R3,Greece,2020
565,A3150,Y41,140601,,H12,149.17,,AT,D10,,Greece,2020
566,A3150,Y41,140601,,H12,53.03,,BE,,R3,Greece,2020
567,A3150,Y41,140601,,H12,54.23,,CH,,R3,Greece,2020
568,A3150,Y41,140601,,H12,59.66,,CZ,,R3,Greece,2020
569,A3150,Y41,140601,,H12,9.43,,ES,,R3,Greece,2020
570,A3150,Y41,140601,,H12,7.03,,LT,,R3,Greece,2020
571,A3150,Y41,140601,,H12,7.55,,NL,,R13,Greece,2020
572,A3150,Y41,140601,,H12,140.41,,NL,,R3,Greece,2020
573,A3150,Y41,140601,,H12,32.9,,SE,,R13,Greece,2020
574,A3150,Y41,140601,,H12,24.76,,SE,,R3,Greece,2020
575,A3150,Y41,140601,,H12,0.15,,SE,D10,,Greece,2020
576,A3150,Y41,140601,,H12,3.65,,SI,D10,,Greece,2020
577,A3150,Y41,140601,,H12,35.29,BE,FR,,R3,Greece,2020
578,A3150,Y41,140601,,H12,11.25,"SI,AT",CR,D10,,Greece,2020
579,A3150,Y41,140601,,H12,22.42,"SI,HR,AT",RS,,R3,Greece,2020
580,A3150,Y41,140602,,H6.1,43.22,,AT,,R1,Greece,2020
581,A3150,Y41,140602,,H6.1,407.13,,AT,,R2,Greece,2020
582,A3150,Y41,140602,,H6.1,31.8,,BE,,R2,Greece,2020
583,A3150,Y41,140602,,H6.1,282.5,,CH,,R2,Greece,2020
584,A3150,Y41,140602,,H6.1,52.7,,FR,,R2,Greece,2020
585,A3150,Y41,140602,,H6.1,19.4,,GR,,R2,Greece,2020
586,A3150,Y41,140602,,H6.1,21.22,,IE,D10,,Greece,2020
587,A3150,Y41,140602,,H6.1,611.58,,IT,D10,,Greece,2020
588,A3150,Y41,140602,,H6.1,6.63,,NL,,R13,Greece,2020
589,A3150,Y41,140602,,H6.1,10.96,,NL,,R2,Greece,2020
590,A3150,Y41,140602,,H6.1,1113.03,,NL,D10,,Greece,2020
591,A3150,Y41,140602,,H6.1,3.78,,SE,D10,,Greece,2020
592,A3150,Y41,140602,,H6.1,94.0,AT,IT,,R2,Greece,2020
593,A3150,Y41,140602,,H6.1,117.85,AT,IT,D10,,Greece,2020
594,A3150,Y41,140602,,H6.1,7.07,"IT,ES,PT,GB,TR",GR,D10,,Greece,2020
595,A3150,Y41,140602,,H6.1,108.8,NL,GB,,R2,Greece,2020
596,A3150,Y41,190208,,H6.1,163.12,,IE,,R1,Greece,2020
597,A3150,Y41,190208,,H6.1,328.92,AT,IT,,R1,Greece,2020
598,A3150,Y41,200113,,H6.1,13.56,,MK,D10,,Greece,2020
599,A3150,Y41,200113,,H6.1,79.37,,NL,D10,,Greece,2020
600,A3160,Y6,70107,,H6.1,35.32,,BE,,R4,Greece,2020
601,A3160,Y6,70107,,H6.1,110.87,,CH,,R3,Greece,2020
602,A3160,Y6,70107,,H6.1,2267.82,,CH,D10,,Greece,2020
603,A3160,Y6,70107,,H6.1,16.36,,FR,D10,,Greece,2020
604,A3160,Y6,70107,,H6.1,42.2,,IT,D10,,Greece,2020
605,A3160,Y6,70107,,H6.1,836.32,,NL,D10,,Greece,2020
606,A3160,Y6,70107,,H6.1,19.76,,PT,D10,,Greece,2020
607,A3160,Y6,70107,,H6.1,40.95,NL,BE,,R4,Greece,2020
608,A3160,Y6,70107,,H6.1,191.06,NL,IE,D10,,Greece,2020
609,A3160,Y6,70108,,H11,255.56,NL,BE,D10,,Greece,2020
610,A3160,Y6,70108,,H3,157.2,,NL,,R1,Greece,2020
611,A3160,Y6,70108,,H6.1,504.74,,GB,,R12,Greece,2020
612,A3160,Y6,70208,,H3,15.23,,FR,,R1,Greece,2020
613,A3160,Y6,70608,,H3,2.62,,LU,D15,,Greece,2020
614,A3160,Y6,70707,,H6.1,97.12,,CH,D10,,Greece,2020
615,A3160,Y6,70708,,H3,82.82,,NL,D10,,Greece,2020
616,A3160,Y6,70708,,H6.1,962.94,,CH,D10,,Greece,2020
617,A3160,Y6,70708,,H6.1,207.62,,FR,D10,,Greece,2020
618,A3160,,70108,,H6.1,667.7,,AT,,R3,Greece,2020
619,A3160,,70108,,H6.1,804.18,,BE,,R1,Greece,2020
620,A3160,,70108,,H6.1,32.54,,BE,,R3,Greece,2020
621,A3160,,70108,,H6.1,175.55,,BE,,R5,Greece,2020
622,A3160,,70108,,H6.1,1569.84,,BE,D10,,Greece,2020
623,A3160,,70108,,H6.1,13.92,,GB,,R1,Greece,2020
624,A3160,,70108,,H6.1,45.57,,GB,,R12,Greece,2020
625,A3160,,70108,,H6.1,115.72,,NL,,R1,Greece,2020
626,A3160,,70108,,H6.1,49.96,,NL,,R12,Greece,2020
627,A3160,,70108,,H6.1,16.48,AT,IT,D10,,Greece,2020
628,A3160,,70108,,H6.1,1828.92,NL,BE,,R1,Greece,2020
629,A3160,,70108,,H6.1,110.46,NL,BE,,R3,Greece,2020
630,A3160,,70108,,H6.1,1034.79,NL,BE,,R5,Greece,2020
631,A3160,,70108,,H6.1,132.88,NL,GB,,R12,Greece,2020
632,A3160,,70208,,H12,21.79,,FR,,R12,Greece,2020
633,A3160,,70208,,H12,106.59,,NL,D10,,Greece,2020
634,A3160,,70608,,H3,65.97,,LU,D15,,Greece,2020
635,A3160,,70608,,H3,417.71,,SE,,R4,Greece,2020
636,A3170,Y6,70107,,H11,4574.35,,NL,,R3,Greece,2020
637,A3170,Y6,70107,,H12,4860.21,,NL,,R5,Greece,2020
638,A3170,Y6,70107,,H6.1,1282.39,,NL,,R5,Greece,2020
639,A3170,Y6,70107,,H6.1,1178.32,,NL,D10,,Greece,2020
640,A3170,Y6,70207,,H6.1,1073.4,,NL,D10,,Greece,2020
641,A3170,Y6,70207,,H6.1,45.86,,NO,D10,,Greece,2020
642,A3170,Y41,70207,,H6.1,322.86,DK,NO,D10,,Greece,2020
643,A3180,Y10,130101,,H11,84.58,,NL,D10,,Greece,2020
644,A3180,Y10,130101,,H11,11.54,NL,IE,D10,,Greece,2020
645,A3180,Y10,130301,,H11,0.13,,CH,D10,,Greece,2020
646,A3180,Y10,130301,,H11,8.8,,MD,D10,,Greece,2020
647,A3180,Y10,160121,,H11,2.4,AT,HU,,R4,Greece,2020
648,A3180,Y10,160209,,H11,6.02,,AT,,R4,Greece,2020
649,A3180,Y10,160209,,H11,93.82,,CH,D10,,Greece,2020
650,A3180,Y10,160209,,H11,24.57,,NL,D10,,Greece,2020
651,A3180,Y10,160210,,H11,9.38,,AT,D9,,Greece,2020
652,A3180,Y10,160210,,H11,41.76,,FR,D10,,Greece,2020
653,A3180,Y10,170902,,H11,69.04,,NL,D10,,Greece,2020
654,A3180,Y10,170902,,H11,406.48,,NO,D10,,Greece,2020
655,A3180,Y10,170902,,H11,59.8,"DK,SE",NO,D10,,Greece,2020
656,A3200,Y11,170301,,H12,4.99,,IE,D10,,Greece,2020
657,A3200,Y11,170301,,H12,393.38,,IT,,R1,Greece,2020
658,A3200,Y11,170301,,H12,204.62,,IT,,R3,Greece,2020
659,A3200,Y11,170301,,H12,22.64,,IT,D10,,Greece,2020
660,A3200,Y11,170301,,H12,28434.49,,LU,,R5,Greece,2020
661,A3200,Y11,170301,,H12,48832.25,,LU,D1,,Greece,2020
662,A3200,Y11,170301,,H12,759.44,AT,IT,,R1,Greece,2020
663,A4010,Y2,70501,,H11,185.34,,IE,D10,,Greece,2020
664,A4010,Y2,70501,,H11,1317.13,NL,IE,D10,,Greece,2020
665,A4010,Y2,70501,,H11,30.27,"NL,BE,IT,ES",GR,D10,,Greece,2020
666,A4010,Y2,70501,,H12,23.46,,GR,D10,,Greece,2020
667,A4010,Y2,70501,,H12,903.96,,IE,D10,,Greece,2020
668,A4010,Y2,70501,,H12,92.63,,IT,,R5,Greece,2020
669,A4010,Y2,70501,,H12,157.1,,NL,D10,,Greece,2020
670,A4010,Y2,70501,,H12,25.94,AT,IT,D10,,Greece,2020
671,A4010,Y2,70501,,H12,345.5,NL,IE,D10,,Greece,2020
672,A4010,Y2,70507,,H12,33.68,,ES,,R5,Greece,2020
673,A4010,Y2,70507,,H12,8.64,,ES,D10,,Greece,2020
674,A4010,Y2,70507,,H12,253.68,,GB,,R3,Greece,2020
675,A4010,Y2,70507,,H12,143.36,NL,BE,,R5,Greece,2020
676,A4010,Y2,70507,,H6.1,76.0,,CH,,R3,Greece,2020
677,A4010,Y2,70507,,H6.1,275.8,,GB,,R3,Greece,2020
678,A4010,Y2,70508,,H12,64.57,,IE,D10,,Greece,2020
679,A4010,Y2,70508,,H6.1,37.81,NL,IE,D10,,Greece,2020
680,A4010,Y2,70509,,H12,50.85,,IE,D10,,Greece,2020
681,A4010,Y2,70510,,H12,179.31,,IE,D10,,Greece,2020
682,A4010,Y2,70510,,H6.1,22.89,NL,IE,D10,,Greece,2020
683,A4010,Y2,70511,,H12,40.82,,IE,D10,,Greece,2020
684,A4010,Y2,70511,,H12,57.65,NL,IE,D10,,Greece,2020
685,A4010,Y2,70511,,H12,19.76,"TR,GB,BE,NL",GR,D10,,Greece,2020
686,A4010,Y2,70513,,H12,10.38,,CH,D10,,Greece,2020
687,A4010,Y2,70513,,H12,134.48,,IE,D10,,Greece,2020
688,A4010,Y2,70513,,H12,117.32,,IE,D9,,Greece,2020
689,A4010,Y2,70513,,H12,170.89,,IL,D10,,Greece,2020
690,A4010,Y2,70513,,H12,39.86,,NL,D9,,Greece,2020
691,A4010,Y2,70513,,H12,45.02,NL,IE,D10,,Greece,2020
692,A4010,Y2,70513,,H6.1,28.08,,CH,D10,,Greece,2020
693,A4010,Y2,70513,,H6.1,78.28,,IE,,R12,Greece,2020
694,A4010,Y2,70513,,H6.1,0.48,,IE,D10,,Greece,2020
695,A4010,Y2,70513,,H6.1,23.86,,IE,D9,,Greece,2020
696,A4010,Y2,70513,,H6.1,68.57,,IT,,R1,Greece,2020
697,A4010,Y2,70513,,H6.1,62.22,"ES,GB,NL",IL,,R1,Greece,2020
698,A4010,Y2,70513,,H6.1,37.16,"HR,SI,AT",BA,D10,,Greece,2020
699,A4010,Y2,70513,,H6.1,134.03,NL,IE,,R12,Greece,2020
700,A4010,Y2,70513,,H6.1,122.49,NL,IE,D10,,Greece,2020
701,A4010,Y2,70513,,H6.1,9.28,"SI,AT",HR,D10,,Greece,2020
702,A4010,Y3,180108,,H6.1,35.21,,AT,,R1,Greece,2020
703,A4010,Y3,180108,,H6.1,10.53,,AT,D10,,Greece,2020
704,A4010,Y3,180108,,H6.1,90.77,,CH,D10,,Greece,2020
705,A4010,Y3,180108,,H6.1,26.16,,HR,D10,,Greece,2020
706,A4010,Y3,180108,,H6.1,18.71,,IE,,R12,Greece,2020
707,A4010,Y3,180108,,H6.1,18.61,NL,IE,,R12,Greece,2020
708,A4010,Y3,180108,,H6.1,9.46,"SI,AT",HR,D10,,Greece,2020
709,A4010,Y3,200131,,H12,82.4,,LU,D10,,Greece,2020
710,A4010,Y3,200131,,H6.1,103.68,,LU,D10,,Greece,2020
711,A4010,Y3,200131,,H6.1,9.95,"TR,GB,BE,NL",GR,D10,,Greece,2020
712,A4020,Y1,180103,,H6.2,276.21,,AT,D10,,Greece,2020
713,A4020,Y1,180103,,H6.2,407.15,,IE,D10,,Greece,2020
714,A4020,Y1,180103,,H6.2,9.0,,LU,D10,,Greece,2020
715,A4020,Y1,180103,,H6.2,117.32,,NL,D10,,Greece,2020
716,A4020,Y1,180103,,H6.2,33.42,NL,IE,D10,,Greece,2020
717,A4030,Y4,20108,,H6.1,72.29,,DK,D10,,Greece,2020
718,A4030,Y4,20108,,H6.1,92.74,,GR,D10,,Greece,2020
719,A4030,Y4,20108,,H6.1,407.73,,MD,D10,,Greece,2020
720,A4030,Y4,20108,,H6.1,71.58,"PT,GB,TR",GR,D10,,Greece,2020
721,A4030,Y4,20108,,H6.1,21.16,"RO,HU,SK,CZ",BG,D10,,Greece,2020
722,A4030,Y4,61301,,H6.1,8.66,,BE,D10,,Greece,2020
723,A4030,Y4,70401,,H12,156.36,,BE,D10,,Greece,2020
724,A4030,Y4,70401,,H6.1,625.97,,BE,D10,,Greece,2020
725,A4030,Y4,70407,,H6.1,59.16,AT,IT,D10,,Greece,2020
726,A4030,Y4,70408,,H6.1,239.06,,DK,D10,,Greece,2020
727,A4030,Y4,200119,,H6.1,117.76,,BE,D10,,Greece,2020
728,A4030,Y4,200119,,H6.1,8.18,,CH,D10,,Greece,2020
729,A4030,Y4,200119,,H6.1,0.98,,GR,D10,,Greece,2020
730,A4030,Y4,200119,,H6.1,11.48,,IE,D10,,Greece,2020
731,A4030,Y4,200119,,H6.1,501.01,,NL,D10,,Greece,2020
732,A4030,Y4,200119,,H6.1,9.94,,NZ,D10,,Greece,2020
733,A4030,Y4,200119,,H6.1,12.27,,SE,D10,,Greece,2020
734,A4030,Y4,200119,,H6.1,6.1,,SI,D10,,Greece,2020
735,A4030,Y4,200119,,H6.1,0.69,"GB,NL",CY,D10,,Greece,2020
736,A4030,Y4,200119,,H6.1,22.23,NL,BE,D10,,Greece,2020
737,A4040,Y4,30201,,H6.1,16.1,,IE,D10,,Greece,2020
738,A4040,Y4,30201,,H6.1,91.31,BE,IE,D10,,Greece,2020
739,A4040,Y4,30201,,H6.1,43.68,NL,IE,D10,,Greece,2020
740,A4050,Y7,60311,,H6.1,0.31,,CH,,R4,Greece,2020
741,A4050,Y7,60311,,H6.1,8.77,,NL,,R4,Greece,2020
742,A4050,Y7,60311,,H6.1,8.44,"SI,AT",HR,D10,,Greece,2020
