,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_destination,annex_4_a,annex_4_b,country,year
150,"Y27,Y29",A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H12,Ecotoxic,155.86,,FR,,R4,United Kingdom of Great Britain and Northern Ireland,2015
151,Y29,A1010 Metal wastes and waste consisting of alloys of any of the following: ,,6.1,H6.1,Poisonous(acute),26.54,NL,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
152,Y29,A1030 Wastes having as constituents or contaminants any of the following: ,,6.1,H6.1,Poisonous(acute),12.85,,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
153,"Y29,Y33,Y34,Y35",A4140 Waste consisting of or containing off-specification or out-dated 18 chemicals corresponding to Annex I categories and exhibiting Annex III hazard characteristics ,,9,"H6.1,H8","Poisonous(acute)
Corrosives",14.98,BE,DE,,"R4,R5,R6",United Kingdom of Great Britain and Northern Ireland,2015
154,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H11,Toxic(delayed or chronic),142.5,"BE,FR",NL,,R12,United Kingdom of Great Britain and Northern Ireland,2015
155,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H13,"Capable, by any means, after disposal, of yielding an material, eg leachate, which possesses any characteristics listed above",155.81,,NL,,"R5,R13",United Kingdom of Great Britain and Northern Ireland,2015
156,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,,,Not applicable,529.61,,NL,,"R5,R12",United Kingdom of Great Britain and Northern Ireland,2015
157,Y31,A1010 Metal wastes and waste consisting of alloys of any of the following: ,,8,H8,Corrosives,6526.09,,IL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
158,Y31,A1010 Metal wastes and waste consisting of alloys of any of the following: ,,,H12,Ecotoxic,108.21,"FR,BE",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
159,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),61.57,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
160,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),149.6399,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
161,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),267.36,,PL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
162,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),166.8,,PL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
163,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,"H6.1,H12","Poisonous(acute)
Ecotoxic",1681.72,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
164,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,8,H12,Ecotoxic,2430.64,,DE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
165,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,8,H12,Ecotoxic,3318.5,,DE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
166,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,8,H12,Ecotoxic,259.8399,,PL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
167,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,8,H12,Ecotoxic,1314.45,,PT,,R4,United Kingdom of Great Britain and Northern Ireland,2015
168,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,8,H12,Ecotoxic,1035.69,"BE,NL,DE,FR",PL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
169,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,1349.67,,PT,,R4,United Kingdom of Great Britain and Northern Ireland,2015
170,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,2048.1,"DE,BE,FR",PL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
171,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,,H12,Ecotoxic,401.94,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
172,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,,H12,Ecotoxic,1809.82,,SE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
173,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,,,Not applicable,19.46,"BE,DE",PL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
174,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,335.51,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
175,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,3480.14,FR,ES,,R4,United Kingdom of Great Britain and Northern Ireland,2015
176,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H11,Toxic(delayed or chronic),998.38,,NL,,"R5,R12",United Kingdom of Great Britain and Northern Ireland,2015
177,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H12,Ecotoxic,413.98,"BE,FR",NL,,"R4,R5,R13",United Kingdom of Great Britain and Northern Ireland,2015
178,Y31,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B ,,6.1,H6.1,Poisonous(acute),12.54,"FR,BE",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
179,Y31,Monitors,,,,Not applicable,2.009999,,FR,,"R4,R5",United Kingdom of Great Britain and Northern Ireland,2015
180,Y31,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,9,"H11,H12","Toxic(delayed or chronic)
Ecotoxic",544.95,,FR,,R4,United Kingdom of Great Britain and Northern Ireland,2015
181,Y31,"Tin, tin/lead, lead/tin containing scrap dross,ash and fines, including solder scrap and dross",,6.1,H6.1,Poisonous(acute),61.74,,PL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
182,"Y31,Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,543.1699,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
183,"Y31,Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,164.37,,FR,,R12,United Kingdom of Great Britain and Northern Ireland,2015
184,"Y31,Y34","A1160 Waste lead-acid batteries, whole or crushed ",,8,H8,Corrosives,93.71,FR,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
185,"Y31,Y34","A1160 Waste lead-acid batteries, whole or crushed ",,"8,9",H12,Ecotoxic,226.93,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
186,Y32,AD120 Ion exchange resins. ,,,,,12.24,,JP,,R3,United Kingdom of Great Britain and Northern Ireland,2015
187,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,8,"H8,H14",Corrosives,103.62,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
188,"Y36,Y42",A4130 Waste packages and containers containing Annex I substances in concentrations sufficient to exhibit Annex III hazard characteristics ,,2.1,"H3,H11","Inflammable liquids
Toxic(delayed or chronic)",72.56,,DE,,"R2,R4",United Kingdom of Great Britain and Northern Ireland,2015
189,"Y36,Y42",Empty and presure less cylinders containing the rest of acetylene,,2.1,"H11,H12","Toxic(delayed or chronic)
Ecotoxic",918.76,"DE,BE,NL",CZ,,"R4,R12",United Kingdom of Great Britain and Northern Ireland,2015
190,"Y36,Y42",Empty and presure less cylinders containing the rest of acetylene,,9,"H11,H12","Toxic(delayed or chronic)
Ecotoxic",132.51,"DE,BE,NL",CZ,,"R4,R12",United Kingdom of Great Britain and Northern Ireland,2015
191,Y4,"A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,"6.1,9","H6.1,H12","Poisonous(acute)
Ecotoxic",37.59,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
192,Y41,A3160 Waste halogenated or unhalogenated non-aqueous distillation residues arising from organic solvent recovery operations ,,6.1,H6.1,Poisonous(acute),166.22,,BE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
193,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,3,H3,Inflammable liquids,1693.78,BE,FR,,R2,United Kingdom of Great Britain and Northern Ireland,2015
194,Y46,AC170 Treated cork and wood wastes ,,,,Not applicable,27110.37,DE,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
195,Y46,Material source for SRF production,,,,Not applicable,282.94,,PT,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
196,Y46,Monitors,,,,Not applicable,43.05,,RO,,"R4,R5",United Kingdom of Great Britain and Northern Ireland,2015
197,Y46,Refuse derived fuel (RDF),,,,Not applicable,45841.49,,BE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
198,Y46,Refuse derived fuel (RDF),,,,Not applicable,2850.39,,BG,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
199,Y46,Refuse derived fuel (RDF),,,,Not applicable,8305.67,,CY,,R1,United Kingdom of Great Britain and Northern Ireland,2015
200,Y46,Refuse derived fuel (RDF),,,,Not applicable,98294.34,,DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
201,Y46,Refuse derived fuel (RDF),,,,Not applicable,11465.35,,DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
202,Y46,Refuse derived fuel (RDF),,,,Not applicable,6363.94,,DE,,R12,United Kingdom of Great Britain and Northern Ireland,2015
203,Y46,Refuse derived fuel (RDF),,,,Not applicable,94168.79,,DK,,R1,United Kingdom of Great Britain and Northern Ireland,2015
204,Y46,Refuse derived fuel (RDF),,,,Not applicable,8794.86,,DK,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
205,Y46,Refuse derived fuel (RDF),,,,Not applicable,28017.59,,DK,,"R1,R13",United Kingdom of Great Britain and Northern Ireland,2015
206,Y46,Refuse derived fuel (RDF),,,,Not applicable,10794.77,,DK,,R12,United Kingdom of Great Britain and Northern Ireland,2015
207,Y46,Refuse derived fuel (RDF),,,,Not applicable,10641.36,,EE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
208,Y46,Refuse derived fuel (RDF),,,,Not applicable,18632.12,,FR,,"R1,R13",United Kingdom of Great Britain and Northern Ireland,2015
209,Y46,Refuse derived fuel (RDF),,,,Not applicable,1152248.0,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
210,Y46,Refuse derived fuel (RDF),,,,Not applicable,158.6399,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
211,Y46,Refuse derived fuel (RDF),,,,Not applicable,3737.21,,NL,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
212,Y46,Refuse derived fuel (RDF),,,,Not applicable,651.64,,NL,,R12,United Kingdom of Great Britain and Northern Ireland,2015
213,Y46,Refuse derived fuel (RDF),,,,Not applicable,95548.02,,NO,,R1,United Kingdom of Great Britain and Northern Ireland,2015
214,Y46,Refuse derived fuel (RDF),,,,Not applicable,33319.42,,PT,,R1,United Kingdom of Great Britain and Northern Ireland,2015
215,Y46,Refuse derived fuel (RDF),,,,Not applicable,2768.59,,PT,,R3,United Kingdom of Great Britain and Northern Ireland,2015
216,Y46,Refuse derived fuel (RDF),,,,Not applicable,255033.8,,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
217,Y46,Refuse derived fuel (RDF),,,,Not applicable,5977.42,,SE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
218,Y46,Refuse derived fuel (RDF),,,,Not applicable,18023.59,BE,DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
219,Y46,Refuse derived fuel (RDF),,,,Not applicable,42980.75,"BE,FR",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
220,Y46,Refuse derived fuel (rdf),,,,Not applicable,8030.15,"BE,FR",DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
221,Y46,Refuse derived fuel (RDF),,,,Not applicable,24360.57,"BE,FR",NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
222,Y46,Refuse derived fuel (RDF),,,,Not applicable,37303.74,"BE,FR,NL",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
223,Y46,Refuse derived fuel (RDF),,,,Not applicable,20139.33,"BE,FR,NL",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
224,Y46,Refuse derived fuel (RDF),,,,Not applicable,54170.44,DE,DK,,R1,United Kingdom of Great Britain and Northern Ireland,2015
225,Y46,Refuse derived fuel (RDF),,,,Not applicable,7980.4,DE,DK,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
226,Y46,Refuse derived fuel (RDF),,,,Not applicable,52914.64,DE,LV,,R1,United Kingdom of Great Britain and Northern Ireland,2015
227,Y46,Refuse derived fuel (RDF),,,,Not applicable,150699.9,DE,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
228,Y46,Refuse derived fuel (RDF),,,,Not applicable,8054.0,DE,SE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
229,Y46,Refuse derived fuel (rdf),,,,Not applicable,3650.16,"DE,DK",SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
230,Y46,Refuse derived fuel (RDF),,,,Not applicable,8272.98,"DE,DK,PL",SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
231,Y46,Refuse derived fuel (RDF),,,,Not applicable,2715.42,"DE,FR,DK",SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
232,Y46,Refuse derived fuel (RDF),,,,Not applicable,7538.49,"DK,NL",SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
233,Y46,Refuse derived fuel (RDF),,,,Not applicable,14020.46,FR,BE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
234,Y46,Refuse derived fuel (RDF),,,,Not applicable,66.73999,FR,BE,,R12,United Kingdom of Great Britain and Northern Ireland,2015
235,Y46,Refuse derived fuel (RDF),,,,Not applicable,4315.56,"FR,BE",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
236,Y46,Refuse derived fuel (RDF),,,,Not applicable,4394.57,"FR,BE",DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
237,Y46,Refuse derived fuel (RDF),,,,Not applicable,12914.67,"FR,BE",NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
238,Y46,Refuse derived fuel (RDF),,,,Not applicable,46402.9,"BE,FR,NL",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
239,Y46,Refuse derived fuel (RDF),,,,Not applicable,1282.24,"BE,FR,NL",DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
240,Y46,Refuse derived fuel (RDF),,,,Not applicable,6259.95,"BE,FR,NL",DE,,R12,United Kingdom of Great Britain and Northern Ireland,2015
241,Y46,Refuse derived fuel (RDF),,,,Not applicable,71185.35,"BE,FR,NL",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
242,Y46,Refuse derived fuel (RDF),,,,Not applicable,4391.83,"BE,FR,NL",DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
243,Y46,Refuse derived fuel (RDF),,,,Not applicable,187209.5,NL,DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
244,Y46,Refuse derived fuel (RDF),,,,Not applicable,240.89,NL,DE,,R12,United Kingdom of Great Britain and Northern Ireland,2015
245,Y46,Refuse derived fuel (RDF),,,,Not applicable,7657.55,NL,NO,,R1,United Kingdom of Great Britain and Northern Ireland,2015
246,Y46,Refuse derived fuel (RDF),,,,Not applicable,1699.52,NL,PT,,R1,United Kingdom of Great Britain and Northern Ireland,2015
247,Y46,Refuse derived fuel (RDF),,,,Not applicable,6072.1,NL,PT,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
248,Y46,Refuse derived fuel (RDF),,,,Not applicable,233.81,"BE,NL",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
249,Y46,Refuse derived fuel (RDF),,,,Not applicable,36967.67,"BE,FR,NL",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
250,Y46,Refuse derived fuel (RDF),,,,Not applicable,1359.69,"BE,FR,NL",DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
251,Y46,Refuse derived fuel (RDF),,,,Not applicable,16522.74,"DE,NL",SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
252,Y46,Refuse derived fuel (RDF),,,,Not applicable,46176.48,"BE,FR,NL",DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
253,Y46,Refuse derived fuel (RDF),,,,Not applicable,8495.01,"BE,FR,NL",DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
254,Y46,Refuse derived fuel (RDF),,,,Not applicable,9545.07,"BE,FR,NL",DE,,"R1,R12,R13",United Kingdom of Great Britain and Northern Ireland,2015
255,Y46,Refuse derived fuel (RDF),,,,Not applicable,24.62,"BE,FR,NL",DE,,R12,United Kingdom of Great Britain and Northern Ireland,2015
256,Y46,Refuse derived fuel (rdf),,,,Not applicable,8938.7,"RU,DE",SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
257,Y46,Refuse derived fuel (RDF),,,,Not applicable,3069.81,SE,DK,,R1,United Kingdom of Great Britain and Northern Ireland,2015
258,Y46,Solid recovered fuel (SRF),,,,Not applicable,386.27,,FR,,R1,United Kingdom of Great Britain and Northern Ireland,2015
259,Y46,Solid recovered fuel (SRF),,,,Not applicable,16961.93,,LV,,R1,United Kingdom of Great Britain and Northern Ireland,2015
260,Y46,Solid recovered fuel (SRF),,,,Not applicable,1599.04,,PT,,R1,United Kingdom of Great Britain and Northern Ireland,2015
261,Y46,Solid recovered fuel (SRF),,,,Not applicable,32079.86,DE,LV,,R1,United Kingdom of Great Britain and Northern Ireland,2015
262,Y47,Incinerator bottom ash,,,,Not applicable,18379.11,,NL,,"R4,R5,R12",United Kingdom of Great Britain and Northern Ireland,2015
263,Y47,Non ferrous metal concentrate,,,,Not applicable,103.28,"FR,BE",NL,,R12,United Kingdom of Great Britain and Northern Ireland,2015
264,Y47,Non ferrous metal concentrate,,,,Not applicable,768.9,"FR,BE",NL,,"R4,R5,R12",United Kingdom of Great Britain and Northern Ireland,2015
265,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,9529.65,,BE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
266,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,1791.75,,BE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
267,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,25127.38,,DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
268,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,5287.07,,DE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
269,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,6313.1,,FI,,R1,United Kingdom of Great Britain and Northern Ireland,2015
270,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,116622.6,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
271,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,110.0,,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
272,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,21673.69,,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
273,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,21398.45,DE,FI,,R1,United Kingdom of Great Britain and Northern Ireland,2015
274,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,148537.2,DE,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
275,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,9960.61,DE,SE,,"R1,R13",United Kingdom of Great Britain and Northern Ireland,2015
276,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,32148.27,FR,BE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
277,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,7967.78,FR,BE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
278,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,1281.2,"BE,FR,NL",DE,,R12,United Kingdom of Great Britain and Northern Ireland,2015
279,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,4373.84,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
280,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,37086.75,DE,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
281,Y6,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,3,H3,Inflammable liquids,166.72,,BE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
282,Y6,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,3,H3,Inflammable liquids,2755.74,,BE,,"R1,R13",United Kingdom of Great Britain and Northern Ireland,2015
283,Y6,A4160 Spent activated carbon not included on list B,,4.1,H4.1,Inflammable solids,186.8,BE,DE,,R7,United Kingdom of Great Britain and Northern Ireland,2015
284,Y6,Solids and sludges containing solvents,,"3,4.1,6.1","H3,H4.1,H6.1","Inflammable liquids
Inflammable solids
Poisonous(acute)",1986.67,,DE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
285,Y6,Solids and sludges containing solvents,,"3,4.1,9","H3,H4.1,H11","Inflammable liquids
Inflammable solids
Toxic(delayed or chronic)",43.88,BE,DE,,"R1,R4,R12",United Kingdom of Great Britain and Northern Ireland,2015
286,Y6,Solids and sludges containing solvents,,"4.1,9","H4.1,H11","Inflammable solids
Toxic(delayed or chronic)",319.02,NL,DE,,"R1,R4,R12",United Kingdom of Great Britain and Northern Ireland,2015
287,"Y6,Y11,Y12,Y13,Y39","A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"4.1,6.1","H4.1,H6.1","Inflammable solids
Poisonous(acute)",1211.92,,BE,,"R1,R13",United Kingdom of Great Britain and Northern Ireland,2015
288,"Y6,Y11,Y12,Y13,Y39","A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"4.1,6.1,8","H4.1,H6.1,H8","Inflammable solids
Poisonous(acute)
Corrosives",125.91,,BE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
289,"Y6,Y11,Y12,Y13,Y39","A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"4.1,6.1,8","H4.1,H6.1,H8","Inflammable solids
Poisonous(acute)
Corrosives",163.65,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
290,"Y6,Y11,Y12,Y13,Y39","A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020) ",,"4.1,6.1,8,9","H4.1,H6.1,H8,H12","Inflammable solids
Poisonous(acute)
Corrosives
Ecotoxic",971.02,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2015
291,"Y6,Y11,Y12,Y13,Y39",Solids and sludges containing solvents,,"3,4.1,6.1,9","H3,H4.1,H9","Inflammable liquids
Inflammable solids",181.81,,BE,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2015
292,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,599.7,,ES,,R9,United Kingdom of Great Britain and Northern Ireland,2015
293,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,3182.25,,FR,,R1,United Kingdom of Great Britain and Northern Ireland,2015
294,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,4638.25,,NO,,R1,United Kingdom of Great Britain and Northern Ireland,2015
295,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,4604.12,,SE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
296,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,71.28,BE,ES,,R1,United Kingdom of Great Britain and Northern Ireland,2015
297,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,2162.77,BE,FR,,R1,United Kingdom of Great Britain and Northern Ireland,2015
298,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,105.02,BE,FR,,R9,United Kingdom of Great Britain and Northern Ireland,2015
299,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,77.25,"FR,BE,DE,AT,HU,RO",BG,,R9,United Kingdom of Great Britain and Northern Ireland,2015
300,Y8,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,9,H12,Ecotoxic,375.3,,FR,,R3,United Kingdom of Great Britain and Northern Ireland,2015
301,"Y8,Y9",A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,246.33,"AT,RO,DE,FR,BE",BG,,R9,United Kingdom of Great Britain and Northern Ireland,2015
302,"Y8,Y9,Y31,Y36","Vessels - Landing craft Arakan and Ardennes, coastguard vessel Lorna, torpedo recovery vessels Torch and Torrent",,"3,4.1,5.1,8,11","H3,H4.1,H5.1,H8,H11","Inflammable liquids
Inflammable solids
Oxidizing
Corrosives
Toxic(delayed or chronic)",2723.3,NL,BE,,"R4,R12",United Kingdom of Great Britain and Northern Ireland,2015
303,Y9,A3020 Waste mineral oils unfit for their originally intended use ,,9,H12,Ecotoxic,29617.86,,DK,,R9,United Kingdom of Great Britain and Northern Ireland,2015
