,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_origin,annex_4_a,annex_4_b,country,year
129,Y3,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,,,1.39,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
130,Y3,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",2.68,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
131,Y3,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,H12,Ecotoxic,22.26,,ES,,R3,United Kingdom of Great Britain and Northern Ireland,2015
132,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,,H6.1,Poisonous(acute),42.76,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
133,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,,H6.1,Poisonous(acute),4.639999,"FR,BE",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
134,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,,,Not applicable,44.05,,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
135,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,,H8,Corrosives,921.96,,IE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
136,Y31,"A1160 Waste lead-acid batteries, whole or crushed ",,,H8,Corrosives,7882.74,,NO,,R4,United Kingdom of Great Britain and Northern Ireland,2015
137,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,,H13,"Capable, by any means, after disposal, of yielding an material, eg leachate, which possesses any characteristics listed above",24.84,,IE,,R5,United Kingdom of Great Britain and Northern Ireland,2015
138,"Y31,Y34","A1160 Waste lead-acid batteries, whole or crushed ",,,H8,Corrosives,7645.54,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
139,"Y31,Y34","A1160 Waste lead-acid batteries, whole or crushed ",,,H8,Corrosives,1325.13,,IE,,"R4,R13",United Kingdom of Great Britain and Northern Ireland,2015
140,"Y31,Y34","A1160 Waste lead-acid batteries, whole or crushed ",,,"H8,H12","Corrosives
Ecotoxic",363.71,,IS,,R4,United Kingdom of Great Britain and Northern Ireland,2015
141,Y32,"AB120 Inorganic halide compounds, not elsewhere specified or included. ",,,"H11,H12","Toxic(delayed or chronic)
Ecotoxic",817.54,NL,IS,,R5,United Kingdom of Great Britain and Northern Ireland,2015
142,Y32,Used refractory lining from electrolyte crucibles and hall cell bath,,,"H11,H12","Toxic(delayed or chronic)
Ecotoxic",48.52,NL,IS,,R5,United Kingdom of Great Britain and Northern Ireland,2015
143,Y32,Used refrectories containing sillicate fibers and cristalline sillica.,,,H11,Toxic(delayed or chronic),46.22,NL,IS,,R5,United Kingdom of Great Britain and Northern Ireland,2015
144,Y33,Aluminium pot pads,,,H11,Toxic(delayed or chronic),316.12,NL,IS,,R4,United Kingdom of Great Britain and Northern Ireland,2015
145,Y33,Aluminium Pot Pads,,,"H11,H12","Toxic(delayed or chronic)
Ecotoxic",130.46,NL,IS,,R4,United Kingdom of Great Britain and Northern Ireland,2015
146,Y33,"Wastes that contain, consist of or are contaminated with any of the following:  Inorganic cyanides, excepting precious-metal-bearing residues in solid form containing traces of inorganic cyanides.  Organic cyanides",,,H4.3,"Substances or wastes which, in contact with water, emit inflammable gases",1215.099,NL,IS,,R5,United Kingdom of Great Britain and Northern Ireland,2015
147,Y34,A2030 Waste catalysts but excluding such wastes specified on list B ,,,H8,Corrosives,215.84,,SE,,R5,United Kingdom of Great Britain and Northern Ireland,2015
148,Y34,A2030 Waste catalysts but excluding such wastes specified on list B ,,,,Not applicable,530.7,,NO,,R5,United Kingdom of Great Britain and Northern Ireland,2015
149,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,,H8,Corrosives,315.38,,IE,,R5,United Kingdom of Great Britain and Northern Ireland,2015
150,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,,H8,Corrosives,465.6,,NL,,R5,United Kingdom of Great Britain and Northern Ireland,2015
151,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,,H8,Corrosives,3.49,"NL,BE,DE",NL,,R4,United Kingdom of Great Britain and Northern Ireland,2015
152,Y35,Cement kiln dust,,,,Not applicable,2747.68,,IE,,R10,United Kingdom of Great Britain and Northern Ireland,2015
153,Y36,A2050 Waste asbestos (dusts and fibres) ,,,H12,Ecotoxic,3.4,"BR,ES",UY,"D5,D14",,United Kingdom of Great Britain and Northern Ireland,2015
154,Y36,A2050 Waste asbestos (dusts and fibres) ,,,H12,Ecotoxic,174.03,"ES,IL",CY,D5,,United Kingdom of Great Britain and Northern Ireland,2015
155,Y4,A2030 Waste catalysts but excluding such wastes specified on list B ,,,"H7,H15",Carcinogenic,33.35,"BE,BE",DE,,R8,United Kingdom of Great Britain and Northern Ireland,2015
156,Y4,"A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,,H6.1,Poisonous(acute),88.72,"NL,ES,DE,BE",ZA,D10,,United Kingdom of Great Britain and Northern Ireland,2015
157,"Y4,Y37,Y45","A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",5.62,"BE,PA",SV,D10,,United Kingdom of Great Britain and Northern Ireland,2015
158,"Y4,Y37,Y45","A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,,"H3,H6,H8,H12","Inflammable liquids
Toxic
Corrosives
Ecotoxic",18.78,"ES,BR",UY,"D10,D14",,United Kingdom of Great Britain and Northern Ireland,2015
159,"Y4,Y37,Y45","A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,,"H3,H6.1H8,H12","Inflammable liquids
Ecotoxic",105.78,"SD,DJ,OM,SA,EG,IT,ES,NL,DE,BE",ER,D10,,United Kingdom of Great Britain and Northern Ireland,2015
160,"Y4,Y37,Y45","A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,,"H3,H6.1,H8,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Ecotoxic",65.93,,BW,D10,,United Kingdom of Great Britain and Northern Ireland,2015
161,"Y4,Y37,Y45","A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,,"H3,H6.1,H8,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Ecotoxic",36.6,"BE,BS,US",HN,D10,,United Kingdom of Great Britain and Northern Ireland,2015
162,"Y4,Y37,Y45","A4030 Wastes from the production, formulation and use of biocides and phytopharmaceuticals, including waste pesticides and herbicides which are off-specification, out-dated15, or unfit for their originally intended use ",,,"H6.1,H12","Poisonous(acute)
Ecotoxic",63.57,"PA,BE",SV,D10,,United Kingdom of Great Britain and Northern Ireland,2015
163,Y41,A3150 Waste halogenated organic solvents ,,,H3,Inflammable liquids,1588.83,,NL,,"R3,R13",United Kingdom of Great Britain and Northern Ireland,2015
164,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H3,Inflammable liquids,38.2,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
165,Y42,A2030 Waste catalysts but excluding such wastes specified on list B ,,,H12,Ecotoxic,1.57,,FI,,R8,United Kingdom of Great Britain and Northern Ireland,2015
166,Y42,A2030 Waste catalysts but excluding such wastes specified on list B ,,,,,0.83,,SE,,R8,United Kingdom of Great Britain and Northern Ireland,2015
167,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H3,Inflammable liquids,680.73,,BE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
168,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H3,Inflammable liquids,41.52,,IE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
169,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",1175.609,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
170,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",1627.27,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
171,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8,H11,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Toxic(delayed or chronic)
Ecotoxic",28.74,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
172,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Ecotoxic",2508.46,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
173,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",1739.37,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
174,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",357.08,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
175,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",326.2099,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
176,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",314.38,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
177,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Ecotoxic",566.25,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
178,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Ecotoxic",335.7,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
179,Y42,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,H3,Inflammable liquids,2070.739,,BE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
180,Y42,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,H3,Inflammable liquids,1345.66,DE,FI,,R2,United Kingdom of Great Britain and Northern Ireland,2015
181,Y45,AC150 Chlorofluorocarbons ,,,,,95.92,,NL,,R3,United Kingdom of Great Britain and Northern Ireland,2015
182,Y45,AC150 Chlorofluorocarbons ,,,,Not applicable,18.59,,DK,,R3,United Kingdom of Great Britain and Northern Ireland,2015
183,Y45,AC150 Chlorofluorocarbons ,,,H12,Ecotoxic,147.21,,FR,,R3,United Kingdom of Great Britain and Northern Ireland,2015
184,Y45,AC150 Chlorofluorocarbons ,,,,Not applicable,50.44,,FR,,R3,United Kingdom of Great Britain and Northern Ireland,2015
185,Y45,AC150 Chlorofluorocarbons ,,,,,8.199999,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
186,Y45,AC150 Chlorofluorocarbons ,,,,,69.09,,NL,,R3,United Kingdom of Great Britain and Northern Ireland,2015
187,Y45,AC150 Chlorofluorocarbons ,,,,Not applicable,11.5,,DE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
188,Y45,AC150 Chlorofluorocarbons ,,,,Not applicable,85.04,,FR,,R3,United Kingdom of Great Britain and Northern Ireland,2015
189,Y45,AC160 Halons ,,,,Not applicable,8.9,,NL,,R3,United Kingdom of Great Britain and Northern Ireland,2015
190,Y45,"Discarded equipment containing CFC, HCFC, HFC",,,H12,Ecotoxic,1379.42,,IE,,"R3,R4",United Kingdom of Great Britain and Northern Ireland,2015
191,Y45,"Discarded Equipment containing CFC, HCFC, HFC",,,H12,Ecotoxic,46.27,,IE,,"R3,R4",United Kingdom of Great Britain and Northern Ireland,2015
192,Y45,"Discarded equipment containing chlorofluorocarbons, HCFC, HFC",,,H12,Ecotoxic,253.2,,IE,,"R3,R4",United Kingdom of Great Britain and Northern Ireland,2015
193,Y45,"Discarded equipment containing chlorofluorocarbons, HCFC, HFC",,,H12,Ecotoxic,3060.06,,IE,,"R3,R4",United Kingdom of Great Britain and Northern Ireland,2015
194,Y45,HFCs,,,,Not applicable,34.99,,SE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
195,Y45,Waste gases containing dangerous substances,,,H8,Corrosives,4.0,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
196,"Y45,Y46",Discarded electrical and electronic equipment (crushed WEEE),,,H12,Ecotoxic,1130.96,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
197,"Y45,Y46",Discarded equipment containing chlorofluorocarbons,,,H12,Ecotoxic,175.3,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
198,"Y45,Y46",Discarded equipment containing chlorofluorocarbons (refrigeration equipment),,,H12,Ecotoxic,702.2,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
199,"Y45,Y46","Discarded equipment containing chlorofluorocarbons, HCFC, HFC",,,H12,Ecotoxic,748.2,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
200,Y46,Solid plastic waste: high density polyethylene (HDPE),,,,Not applicable,22.0,,IE,,R5,United Kingdom of Great Britain and Northern Ireland,2015
201,Y46,Discarded Electrical and Electronic equipment,,,H12,Ecotoxic,984.79,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
202,Y46,Discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components (large domestic appliances),,,H12,Ecotoxic,1970.18,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
203,Y46,Discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components (large domestic appliances),,,H12,Ecotoxic,2150.36,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
204,Y46,Refuse derived fuel (RDF),,,,Not applicable,5.0,FR,DE,,R1,United Kingdom of Great Britain and Northern Ireland,2015
205,Y47,Incinerator bottom ash,,,,Not applicable,12691.37,,NL,,R5,United Kingdom of Great Britain and Northern Ireland,2015
206,Y5,AC170 Treated cork and wood wastes ,,,H4.1,Inflammable solids,1047.38,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
207,Y5,AC170 Treated cork and wood wastes ,,,H12,Ecotoxic,50.0,,NL,,"R3,R13",United Kingdom of Great Britain and Northern Ireland,2015
208,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,1978.0,,NL,,"R3,R13",United Kingdom of Great Britain and Northern Ireland,2015
209,Y5,AC170 Treated cork and wood wastes ,,,,Not applicable,1027.599,,PL,,R3,United Kingdom of Great Britain and Northern Ireland,2015
210,Y5,AC170 Treated cork and wood wastes ,,,H12,Ecotoxic,2261.78,,PL,,"R1,R3",United Kingdom of Great Britain and Northern Ireland,2015
211,Y6,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",137.88,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
212,Y6,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H8,Corrosives,49.86,,BE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
213,Y6,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,,Not applicable,2019.09,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
214,"Y6,Y12,Y13,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H3,Inflammable liquids,64.76,,NL,,R2,United Kingdom of Great Britain and Northern Ireland,2015
215,"Y6,Y12,Y13,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H3,Inflammable liquids,333.34,,NL,,R2,United Kingdom of Great Britain and Northern Ireland,2015
216,"Y6,Y12,Y18",A3160 Waste halogenated or unhalogenated non-aqueous distillation residues arising from organic solvent recovery operations ,,,H3,Inflammable liquids,160.6399,,IE,,R3,United Kingdom of Great Britain and Northern Ireland,2015
217,"Y6,Y12,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",16.0,,IE,,"R2,R12",United Kingdom of Great Britain and Northern Ireland,2015
218,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,,H3,Inflammable liquids,16715.34,,NO,,R9,United Kingdom of Great Britain and Northern Ireland,2015
219,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,,H3,Inflammable liquids,30.0,,NO,,R9,United Kingdom of Great Britain and Northern Ireland,2015
220,Y8,A3020 Waste mineral oils unfit for their originally intended use ,,,H3,Inflammable liquids,116.0,,NO,,R9,United Kingdom of Great Britain and Northern Ireland,2015
221,Y9,"A4060 Waste oils/water, hydrocarbons/water mixtures, emulsions ",,,H3,Inflammable liquids,13.5,,IE,,R9,United Kingdom of Great Britain and Northern Ireland,2015
